,Unnamed: 0,article,dataset,Faithful Summary,Generic Summary,summ_id
52,52,"Chris and Sue Moores's son Wayne died when his motorbike was struck by a drink driver in 2010. The couple spoke out in response to consultation on proposed reform of sentencing for driving offences. They believe increased sentences should be backed up by manslaughter charges. Mr Moores, 28, was killed by a Vauxhall Astra driven by Donna Hackett on the M4 near Swindon. Hackett, then aged 26, fled and was found by police asleep in a ditch. She served half of a six-year jail term after she was found guilty of causing death by careless driving while drunk. The Ministry of Justice consultation suggests offenders who cause death by careless driving while under the influence of drink or drugs could soon be handed a life sentence - an increase on the current 14-year upper limit. Source: Crown Prosecution Service But Mr and Mrs Moores, from Chandlers Ford, Hampshire, also want the offence to be upgraded to a charge of manslaughter. Mr Moores said: ""Somebody can drive drunk and kill my son. Why is that not manslaughter? ""Nothing can prepare a parent for seeing their child in the mortuary. That will stay with me every day, every day that vision comes into my mind. ""Our life is ruined."" Mrs Moores added: ""There's nothing careless about drink driving. I don't want anybody else to feel like us."" Ms Hackett, who lived in Radnor Street, Swindon, at the time of the offence, appealed against her sentence in September 2011, but was refused. A Ministry of Justice spokesperson said: ""We are determined to make sure those who kill whilst driving under the influence of alcohol or drugs face the full force of the law. ""That is why we are consulting on plans that will see the maximum sentence for a number of offences in this area increase from 14 years to life."" A response to the Ministry of Justice consultation, which closes on 1 February, is due to be published by May.",xsum,"Chris and Sue Moores, whose son was killed by a drink driver, are calling for driving offences that cause death while under the influence to be upgraded to manslaughter charges.","Chris and Sue Moores are calling for drink driving offences resulting in death to be upgraded to a charge of manslaughter, in response to the Ministry of Justice's proposed reform of sentencing for driving offences which suggests offenders who cause death by careless driving while under the influence of drink or drugs could be handed a life sentence.",bcb766bcd4ea11edaf5f1b63c3919b11
53,53,"The layoffs will be announced in the coming weeks, according to unnamed sources who spoke to Bloomberg News and the Wall Street Journal. A memo from BlackRock's president Rob Kapito and chief operating officer Rob Goldstein said the job cuts have not been finalised. BlackRock declined to comment. The last time BlackRock cut a significant number of jobs was in 2013 but the firm ended the year with a higher headcount. The new round of layoffs comes following months of volatility in the financial markets, which has negatively impacted the income made by traditional banks and other investment houses. Rivals like Franklin Resources, AllianceBernstein and State Street are also shedding jobs as part of their cost-cutting efforts. BlackRock has 13,000 employees globally and manages around $4.6tn in assets.",xsum,"BlackRock, the world's largest asset manager, is reportedly planning to cut jobs in the coming weeks due to a decline in income caused by market volatility.",BlackRock is reportedly preparing to lay off an unknown number of staff members in the coming weeks as the ongoing volatility in the financial markets continues to affect traditional banks and investment firms' incomes.,bcb7672ad4ea11edaf5f1b63c3919b11
54,54,"The stand-in captain faced 535 balls across two innings, moving from 174 not out overnight to end 219 not out in Surrey's first-innings score of 483. Following on, he then made 68 in Surrey's 166-3 to keep Hampshire at bay and prompt handshakes at 16:50 BST. The draw sees third-placed Hampshire claim 12 points, while Surrey take 10 points and stay sixth in Division One. Burns' epic effort saw him stay in the field for all but 10 overs of the entire match, as he defied Hampshire's bowling efforts on a flat Oval pitch. The left-hander was dropped twice in the slip cordon in his career-best 219, but was the only one to resist as Ian Holland (3-37) dismissed Tom Curran (53), Amar Virdi and Mark Footitt to force the follow-on after Surrey began the day on 410-7. Mark Stoneman (47) and Burns then put on an opening stand of 109 before Holland's medium pace had Stoneman lbw and Scott Borthwick bowled in a single over. Sean Ervine became the only man to dismiss Burns in 756 minutes of play when he missed a ball down the leg side, but Jason Roy and Dominic Sibley continued on until the conclusion. Surrey captain Rory Burns told BBC Radio London: ""I'm really pleased that we've fought that hard to get the draw and the extra five points, and obviously pretty happy with how I've played. ""We had to bat seven sessions to get us to safety and that's all I was thinking. ""There were some jitters in the nineties and I got a lifeline, which was quite nice. When I was getting close to 200, I was more thinking about the situation of getting to the follow-on mark. ""They're a good side and they played really well. We managed to hold on and get ourselves to safety, so it was honours even on a flat wicket.""",xsum,Surrey captain Rory Burns scored an unbeaten 219 and 68 in two innings to help his team secure a draw against Hampshire in the County Championship Division One.,"Surrey's stand-in captain, Rory Burns, scored an unbeaten 219 in the first innings against Hampshire and made 68 in the second innings to help his team secure a draw, after facing 535 balls in total during the match at The Oval.",bcb76798d4ea11edaf5f1b63c3919b11
55,55,"The 35-year-old's Mercedes was stopped by police after it almost hit a lorry in north London on 20 December. Carlisle admitted failing to provide a sample to police and driving otherwise than in accordance with a licence. He was also ordered to carry out 150 hours' unpaid work at Highbury Corner Magistrates' Court. District judge Susan Williams also ordered him to pay Â£145 in costs and charges. She said that, although Carlisle had made a ""positive contribution"" to others through football, she had to sentence him for the risk his ""erratic"" driving had created. ""If you are not in control of your vehicle in a road in central London you represent a danger to people,"" she said. At a hearing in March, the court heard Carlisle's Mercedes had been spotted ""swerving"" and ""almost mounting the pavement"" in Pentonville Road. After his arrest, the court heard, he refused to give a breath sample and demanded to speak to his solicitor. Lisa Judge, defending, said he allowed the matter to ""escalate out of all control"" and ""unfortunately"" believed he had the right to see a lawyer, instead of being breathalysed. Carlisle has revealed he attempted to take his own life two days afterwards, when he was hit by a lorry on the A64 near York. Miss Judge described the arrest as having happened while he was ""in an extremely dark place in terms of his own life"". Carlisle is now so sorry about what happened that the court-ordered medical report on him ""utterly oozes remorse"", Miss Judge said. The court was told Carlisle had been involved in ""excess drinking offences"" in 1999 and 2011. He played for teams including Burnley, Queens Park Rangers, Leeds United and Northampton Town and was also the chairman of the Professional Footballers' Association.",xsum,"Former professional footballer Clarke Carlisle has been sentenced to 12 months of supervision and 150 hours of unpaid work, after admitting failing to provide a sample to police and driving otherwise than in accordance with a licence, when stopped in his Mercedes by the police in December.","Former footballer and chairman of the Professional Footballers' Association, Clarke Carlisle, has been sentenced to 12 months' supervision and ordered to carry out 150 hours' unpaid work after admitting to a charge of failing to provide a sample to police and driving without regard for his licence when stopped by police after almost hitting a lorry; district judge Susan Williams sentenced him for the risk of danger posed to people through his erratic driving, despite his positive contribution through football.&nbsp;",bcb76806d4ea11edaf5f1b63c3919b11
56,56,"Returning officers were ordered to physically deliver paper copies of their constituency's tallies to the counting centre in the capital. Election officials have urged patience. Uhuru Kenyatta, who faces trial at the International Criminal Court, has been leading in early presidential results declared from Monday's tightly contested election. He is due to stand trial at The Hague next month for allegedly fuelling violence after the disputed 2007 election. He denies the charge. His closest rival is outgoing Prime Minister Raila Odinga. With provisional results in from more than 40% of polling stations earlier on Wednesday, Mr Odinga had 42% of the vote compared with Mr Kenyatta's 53%. However, Mr Odinga's allies remain confident that he will gain ground as results from his strongholds, including the Coast Province, are declared. More than 1,000 people were killed in the violence which broke out in 2007-08 after Mr Odinga claimed he had been cheated of victory by supporters of President Mwai Kibaki, who is stepping down after two terms in office. The BBC's Solomon Mugera in the capital, Nairobi, says Kenyans are becoming increasingly anxious about the delay in finalising the results. Some businesses and schools across the country have remained shut since Monday's election, he says. This has led to a shortage of goods, pushing up the prices of basic foodstuff in areas such as Kibera, the biggest slum in Nairobi and a stronghold of Mr Odinga, our correspondent adds. Uhuru Kenyatta Raila Odinga Profile: Uhuru Kenyatta Profile: Raila Odinga Some electoral officials have had to drive hundreds of kilometres to the counting centre in Nairobi to deliver paper copies of the tally of their returns. At about 13:00 local time, returning officers from only 53 of the 290 constituencies had arrived and the election commission said it would announce results from constituencies as they were ready. Its website had stopped giving updated results from the presidential race on Wednesday, and was still showing figures from Tuesday night. Our correspondent says the large number of spoiled ballots - about 6% of the total vote, well over double the number of votes cast for the third-placed candidate, Musailia Mudavadi - has become a major bone of contention. Mr Odinga's Coalition of Reforms and Democracy (Cord) wants them to be counted, but Mr Kenyatta's Jubilee Coalition is resisting this. Late on Tuesday, the election commission announced that the spoiled ballots would count in the overall vote total, increasing the likelihood of a run-off between the top two candidates, news agencies report. Mr Kenyatta's running mate William Ruto, who is also facing a trial at the ICC, said foreign embassies may have influenced such a decision. ""We want to believe that this is not an attempt to deny the Jubilee Coalition a first-round victory as is clearly now on the wall,"" he is quoted by Reuters news agency as saying. But the election commission now says a decision on what to do about the spoiled ballots will be taken after all other votes are counted, our correspondent reports. If no agreement is reached, one of the presidential",xsum,"The Kenyan presidential election results are being delayed due to the need for physical delivery of paper copies of constituency tallies and the controversy surrounding the high number of spoiled ballots, with Uhuru Kenyatta leading in early results and his main rival, Raila Odinga, hoping to gain ground as results from his strongholds are announced.","Kenya's presidential election results are being delayed due to the physical delivery of constituency tallies and a high number of spoiled ballots which are under contention, with outgoing Prime Minister Raila Odinga and Uhuru Kenyatta, who is due to stand trial at The Hague next month accused of fuelling violence, closely contending for the win, causing anxiety among the Kenyan public.
",bcb76874d4ea11edaf5f1b63c3919b11
57,57,"The local authority said Richard Ellis was leaving on Friday at the end of his contract. Ciaran Monaghan and Ewan Sutherland are both going under a voluntary redundancy and early retirement scheme. Stephen Flynn, the leader of the opposition SNP group, said the departures were indicative of the council's inability to hold on to senior staff. He said he expected further departures in the coming months. Mr Ellis is the council's former interim director of corporate governance, and has also been acting as deputy chief executive for several months. Mr Monaghan is head of the chief executive's office, while Mr Sutherland is head of human resources and customer services. Council chief executive Angela Scott thanked the trio for their ""dedication and professionalism"".",xsum,"Three senior members of Aberdeenshire Council, including the interim director of corporate governance, are leaving their positions through redundancy or retirement, prompting criticism over the council's ability to retain senior staff.","Three senior staff members at Aberdeenshire Council are leaving; Richard Ellis is leaving due to the end of his contract, while Ciaran Monaghan and Ewan Sutherland are going under a voluntary redundancy and early retirement scheme, prompting concerns over the Council's ability to retain senior staff.",bcb768e2d4ea11edaf5f1b63c3919b11
58,58,"The Coronation Fountain, a landmark in Welwyn Garden City, had to be turned off due to the hosepipe ban. However, the council is now paying Â£450 to fill it up again, so that the town looks its best for key 2012 events. It will be working on the 4 and 5 June and when the Olympic torch relay passes through the borough on 8 July. The fountain on Parkway in the town was built to celebrate the Queen's accession to the throne in 1952. It is supplied by an underground tank, but had to be switched off after the water level dropped and could not be refilled. The council is buying water from a landscaping firm which already supplies water from a natural lake source, to maintain the borough's open spaces. It cannot be drunk so is permitted under the hosepipe ban regulations. Council chief executive, Michel Saminaden, said: ""They have told us that there is an abundance of water in this lake so we are probably doing them a favour by taking it."" Mr Saminaden added that the council decided against asking the Veolia water company for a special dispensation. ""I thought that wasn't the right thing to do because we would be using precious water,"" he said. ""What we are doing now is using water that is surplus and we have been told categorically that there is no problem in using it. This is a better all round sustainable solution. ""I am extremely pleased that we have been able to find a solution which will enable everybody to see the fountain in all its glory on the occasion of these two great celebrations.""",xsum,"The Coronation Fountain in Welwyn Garden City, which had to be turned off due to the hosepipe ban, will be filled with water bought from a landscaping firm to ensure the town looks its best for key 2012 events.","The Coronation Fountain in Welwyn Garden City had to be turned off due to a hosepipe ban but is now being refilled by the council at a cost of £450, buying water from a landscaping firm that sources it from a natural lake, so that it can be turned on for key 2012 events without breaching hosepipe ban regulations.",bcb76950d4ea11edaf5f1b63c3919b11
59,59,"Research carried out by the Fostering Network suggests almost half of fostered young people are already living with their third foster family since going into care. The group has warned that 750 more foster carers are ""urgently"" needed to meet the demands of the care system. It urged people to ""open their hearts and homes"" to vulnerable youngsters. Currently, more than 5,500 children are in foster care in Scotland, living with 4,400 families and carers. The Fostering Network surveyed 250 children, teenagers and foster carers across Scotland and discovered that many young people had failed to find stability. Almost half were already living with their third family, a quarter were with their fourth family and about 20 were living with their 10th family since going into care. There was a particular need for homes to be found for vulnerable teenagers, siblings and disabled children, the study found. Carla, 23, was taken into care at the age of 12 and had eight foster homes before moving in with the Randalls. ""Looking back now I realised that the Randalls saved my life,"" she said. ""I never understood the extent of the neglect and abuse I had endured until I came to live with a 'normal' loving family. ""They were just always themselves, the smallest details meant so much to me. ""They nurtured a young, angry, untrusting teenager to become a positive, empathetic and successful young woman."" The Fostering Network said instability had a detrimental effect on the child's education and wellbeing, while finding a stable foster carer from the outset could lead to improved relationships and a happier childhood. Sara Lurie, director of the Fostering Network Scotland, said: ""As each year passes, we see more and more children coming into care. ""We need people who can open their heart, and their homes, to vulnerable children and young people and use their skills to help support them to reach their full potential. ""In particular we need people who have the skills, patience and passion to look after teenagers who may have had a really tough time and be facing some real challenges, and to offer them love, stability and security. ""A good foster carer will believe in the ambition of the children in their care in the same way they'd believe in the ambition of their biological family members."" Apologies for the delay, see below as requested. A Scottish government spokeswoman said: ""Giving young people security is paramount and we have done a great deal of work with our partners across local government and the third sector to improve how we intervene early when there is a problem within families to find appropriate solutions quickly. ""We have also expanded the age at which young people can remain in foster care as part of the continuing care provisions and the support available when they transition into independent living.""",xsum,"The Fostering Network has warned that Scotland needs 750 more foster carers ""urgently"" to meet the demands of the care system after research found that almost half of fostered young people are already living with their third foster family since going into care.","A survey by the Fostering Network has revealed that nearly half of fostered children in Scotland have lived with at least three different foster families, prompting the organisation to call for 750 more foster carers to be found “urgently”, particularly for teenagers, siblings and disabled children; the Scottish government stated that it has improved early intervention solutions to keep young people in their families but also expanded the age at which young people can remain in foster care.
",bcb769c8d4ea11edaf5f1b63c3919b11
60,60,"A colony has been roosting in St Hilda's Church at Ellerburn, close to the North York Moors. But despite the church's best efforts the bats are not moving and are soiling the altar and church furniture, leaving the church with an ""appalling smell"". The creatures are protected by law and cannot be wilfully disturbed. Volunteers at the church have been working for the past decade to keep the altar, stonework and woodwork clean. But the bats, roosting in the higher areas of the church continually soil the interior of the building with urine and faeces. Church warden Liz Cowley said keeping the 11th Century building in good shape was difficult. She said: ""You can see the urine marks (on the altar), they won't go away. ""If people were coming in here damaging an ancient building like this, you would say it was criminal damage. ""The smell is appalling, it's a combination of ammonia from the urine and a musty smell from the droppings that catches at the back of the throat."" Members of the church had spent Â£10,000 trying to get the bats to move and had paid for specially-built lofts nearby. The Rev Paul Mothersdale, the Rector of St Hilda's Church, said a lot of money had been invested in trying to persuade the bats to move out of the church. The Rev Mothersdale said: ""We've tried to do everything that English Nature, or Natural England, have wanted us to do. ""Money has been spent, not only by the congregation, not only out of church funds, but local people have mucked in and helped. ""And yet we're no further forward, we're still as we were 10 years ago."" Lucy Bellini, of Natural England, said the bats had to be carefully monitored. Ms Bellini said: ""It is a really regionally important roost. ""Because of that we need to be sure that there are replacement roosts that are suitable and that the bats have found and are aware of and can move to before we allow the church to seal up access points and move the bats out of the church.""",xsum,"St Hilda's Church in Ellerburn, North York Moors, is struggling to keep the 11th Century building clean and free of an ""appalling smell"" caused by protected bats, despite spending over £10,000 and building new lofts in an attempt to get them to move out.","A colony of protected bats living in St Hilda's Church, Ellerburn, is causing damage and an unbearable smell, with volunteers and £10,000 having been spent on persuading them to move out, but Natural England is requiring adequate alternative roosts before sealing up access points and moving them elsewhere.",bcb76cacd4ea11edaf5f1b63c3919b11
61,61,"Media playback is not supported on this device We've been hunting down activities and sports for all of you, and now it's time to Get Inspired. Whether you are just starting out, wanting to get back into a sport or perhaps you want to try something new, our website provides you with films and features for inspiration and easy-to-follow guides, with hints and tips and practical advice regardless of your age, gender or ability. Once you've found your inspiration we have links to a network of governing bodies, clubs and events near you. Just enter your post code or preferred activity and you will be connected to a vast array of activities all on your doorstep. You can also follow us on Twitter, or Facebook. Get in touch speak and ask us a question, send us your stories via email, even tell us what you want to see on the site and what you'd like to know more about. So what are you waiting for? Get Inspired - Get Active! Is it time to Make Your Move? Find out about our new campaign promoting accessible, physical challenges for everyone here. If you're thinking 'I can't do any of those sports', we've also got the answer for you. With Make Your Move you can start to try some accessible, physical challenges - without it having to feel like exercise! Whatever your personal motivation is, you can take steps (in the comfort of your own home and at low cost) to getting stronger and fitter. The aim of Make Your Move is to see how easy it is to set a goal and enjoy the process of reaching that personal target. We're not talking about walking before you can run. We're talking about taking a couple of steps and seeing how you like it. Why not give it a go?",xsum,"The BBC's Get Inspired website offers inspiration, advice, and links to activities, clubs and events for people of all ages and abilities to get active, with a new Make Your Move campaign promoting accessible physical challenges.","The Get Inspired website provides films, features, and guides for people of all ages, genders, and abilities to find inspiration and get involved in a variety of activities, including a new campaign promoting accessible physical challenges called Make Your Move.",bcb76d2ed4ea11edaf5f1b63c3919b11
62,62,"Today, China has between 26 and 28 Hainan gibbons left, but government records that date back to the 17th Century show that gibbons were once widespread across half of the country. The apes began to disappear from the documents about 150 years ago, corresponding with population growth. The study is published in the Proceedings of the Royal Society B. Hainan gibbons are now limited to a few isolated patches of forest in the south west of China. They live in just four social groups, one of which was only discovered a few weeks ago. Understanding this population crash has been difficult, but the old government documents have helped to reveal when and how the numbers fell. Dr Sam Turvey, from the Zoological Society of London, said: ""China is one of the few places in the world that has a very very rich, long historical record. ""Because it has had such a complex bureaucracy for so long, there has been a lot of need for reporting - not just numbers of households for tax purposes and things like that, but also in terms of the kinds of natural resources that were available in the immediate environment."" These included records of animals, including gibbons, he said. ""We looked at the pattern of disappearance of gibbons through time and how that varied from place to place and the different environmental conditions and human pressures that were also present in these places."" The archives show that gibbons were a common sight in about 20 provinces in China well into the 17th and 18th Century. However, Dr Turvey said it was ""a stark contrast to their very imperilled position today"". ""We see a really steep increase in population decline and real population collapse across China about 100-150 years ago,"" he added. ""And this correlates with demographic expansion in China towards the end of the Imperial era and through the 20th Century, and the massive increase in deforestation and human population growth through the time of the Chinese Republic and the establishment of the communist party."" The researchers said a better understanding of the animals' decline would help them to establish a conservation plan for the country's last few Hainan gibbons. Dr Turvey said: ""It is an incredible privilege to be able to see gibbons in China in the wild. ""The Hainan gibbon is such as rare species, but knowing that this species is still hanging on there gives you hope that conservation will be able to bring that population back from the brink."" Follow Rebecca on Twitter",xsum,"Chinese government records dating back to the 17th Century show that gibbons were once widespread across half of the country, with as many as 20 provinces once home to the ape, but the population began to disappear from the records about 150 years ago, which corresponds to a time of population growth in China.","China's Hainan gibbon population, now numbering between 26 and 28, has suffered a steep decline which correlates to population growth and an increase in deforestation in the country over the past 100-150 years, with archival records showing that gibbons were once widespread across about 20 provinces in China in the 17th and 18th centuries.
",bcb76d9cd4ea11edaf5f1b63c3919b11
63,63,"A report following an unannounced inspection said the overall number of self-harm incidents at HMP Woodhill was also ""very high"". It said the prison's response to the deaths had ""lacked rigour"". The National Offender Management Service said a new governor was ""working hard"" to improve things. The high-security jail, which is mainly used to hold remand, newly-sentenced and short-term prisoners, was inspected in January. The report said recorded levels of assaults were ""very high and double what inspectors have seen in other local prisons"". But it said the ""general environment in the prison was good"" and the accommodation was ""reasonable"". Nick Hardwick, chief inspector of prisons, said: ""Woodhill is a prison that retains great potential, particularly in terms of the resources at its disposal. ""However, as we reported last time, outcomes for prisoners remained concerning and some were very disappointing."" Michael Spurr, chief executive of the National Offender Management Service, said the governor and his staff had a ""unique set of challenges"". ""Woodhill holds some of the most difficult and disruptive men in the prison estate,"" he said. ""The governor and his staff are working hard to reduce the incidents of violence and to improve rehabilitation.""",xsum,"HMP Woodhill, a high-security UK prison, has been criticized for its high number of deaths and self-harm incidents, as well as its inadequate response to the deaths, though the general environment and accommodation were considered to be good.","An inspection of HMP Woodhill found high levels of violence, self-harm incidents and deaths, with the prison's response lacking rigour, but the National Offender Management Service say the new governor is working hard to improve things, with the prison having potential due to resources available.",bcb76e0ad4ea11edaf5f1b63c3919b11
64,64,"He passed away peacefully in hospital on Tuesday after a short illness. Born in Tourmakeady, County Mayo, he worked as a teacher before securing a part in the premiere of the Brian Friel play Translations in 1980. Lally became a household name in Ireland for his role as Miley Byrne in the RTE soap opera Glenroe and later starred in the BBC series Ballykissangel. He also appeared in the Hollywood movie Alexander and provided the voice for the Oscar-nominated, animated Irish film, The Secret of Kells. As a fluent Irish speaker and advocate of the language, Lally had roles in several Irish language films. He is survived by his wife Peggy and their children Saileog, Darach and Maghnus.",xsum,"Irish actor Tomás Ó Súilleabháin, known professionally as Tom Lally, has died at the age of 76 after a short illness.","Mick Lally, a renowned Irish actor known for his roles in Glenroe and Ballykissangel, as well as his work in Irish language films, passed away after a short illness and is survived by his wife and children.",bcb76e78d4ea11edaf5f1b63c3919b11
65,65,"Republicans ambushed a mini-bus carrying the men at Kingsmill in County Armagh in 1976 and murdered them after checking what religion they were. Senior coroner John Leckey is retiring this year and told a preliminary hearing of the inquest in Belfast that no replacement has been appointed. His retirement could leave only one coroner in Northern Ireland. Kingsmill is among dozens of inquests dating from the early days of the Troubles that face delay because not enough money is available to investigate or there is nobody to oversee fresh hearings. Mr Leckey said: ""I feel for the bereaved families, not exclusively Kingsmill but for other inquests I am involved in. ""It is a disappointment that is widespread."" A lawyer for some of the Kingsmill victims' families said they would be pressing Stormont's justice department for more resources to allow an inquest to go ahead. Karen Armstrong, a sister of one of the murdered men, said the lack of resources was ""a political problem"". ""We are not going to lie down and accept it,"" she said. ""We will fight until we get another date and they have to make sure there are enough coroners in Northern Ireland to deal with our and many other cases."" Ulster Unionist MLA Danny Kennedy said he would be asking Justice Minister David Ford to ensure the matter was referred to the relevant authorities so that ""action can be taken as soon as possible"". ""Justice has been denied for almost 40 years and it is totally unacceptable that this inquest should be delayed further due to the unavailability of a coroner,"" he said. ""This was one of the most shocking and cruel events of the Troubles and the inquest must be treated with the seriousness this crime merits."" A Department of Justice spokesman said: ""Officials are actively working to ensure that all necessary resources are provided for the conduct of inquests in Northern Ireland. ""There are currently three full-time coroners in Northern Ireland. In addition, one High Court judge and one County Court judge have also been appointed as coroners.""",xsum,"The lack of available coroners and resources in Northern Ireland is causing delays in dozens of inquests, including that of an IRA attack on a mini-bus in 1976, killing ten people.","The retirement of Senior Coroner John Leckey could lead to a delay in the inquest of the Kingsmill massacre in County Armagh, as not enough money or resources are available to investigate the dozens of inquests dating back to the Troubles in Northern Ireland.&nbsp;",bcb76ee6d4ea11edaf5f1b63c3919b11
66,66,"Jordan Maguire-Drew nearly put the Daggers in front early on when he struck the woodwork while at the other end, Ryan Bird did the same with a header as the sides sparred. In the second half, Matt Robinson threaded a through-pass to Whitely, who controlled and dispatched under Ryan Clarke with the confidence of a striker - a goal that ended an impressive 10-match unbeaten run for the hosts. Whitely could have put a greater gloss on matters for John Still's side, but he struck the bar from 20 yards. Report supplied by the Press Association. Match ends, Eastleigh 0, Dagenham and Redbridge 1. Second Half ends, Eastleigh 0, Dagenham and Redbridge 1. Substitution, Eastleigh. James Constable replaces Ryan Bird. Substitution, Eastleigh. Jamie Cureton replaces Adam Dawson. Frankie Raymond (Dagenham and Redbridge) is shown the yellow card. Substitution, Eastleigh. James Granger replaces Adam Dugdale. Goal! Eastleigh 0, Dagenham and Redbridge 1. Corey Whitely (Dagenham and Redbridge). Substitution, Dagenham and Redbridge. Fejiri Okenabirhie replaces Sam Ling. Second Half begins Eastleigh 0, Dagenham and Redbridge 0. First Half ends, Eastleigh 0, Dagenham and Redbridge 0. Matt Robinson (Dagenham and Redbridge) is shown the yellow card. First Half begins. Lineups are announced and players are warming up.",xsum,Corey Whitely scored the only goal of the game to end Eastleigh's 10-match unbeaten run as Dagenham and Redbridge picked up a 1-0 win.,"Corey Whitely's second-half goal secured a 1-0 victory for Dagenham and Redbridge, ending Eastleigh's 10-match unbeaten run in the National League.",bcb76f54d4ea11edaf5f1b63c3919b11
67,67,"In a 6-3 decision, the justices said that tax subsidies that make health insurance affordable for low-income individuals can continue. The ruling preserves the law known as Obamacare, which Mr Obama considers a major part of his presidential legacy. Republicans have vowed to continue fighting the law. ""We've got more work to do, but what we're not going to do is unravel what has now been woven into the fabric of America,"" Mr Obama said. The case, known as King v Burwell, was the second major challenge the law has faced in the US's highest court. Unlike in many other western countries, the US does not have a single-payer healthcare system. Private companies, rather than the US government, provide health insurance for US citizens. The enactment of the Affordable Care Act (ACA) - one of Mr Obama's most significant and controversial domestic achievements - in 2010 mandated that every American had to purchase private insurance. It provided the subsidies to allow many to do so. In 2012, the mandate portion of the law was challenged in the court. The justices ruled to preserve it. In that decision, as in the decision on Thursday, Chief Justice John Roberts surprised observers by siding with his liberal colleagues in support of the law. ""Congress passed the Affordable Care act to improve health insurance markets, not to destroy them,"" Chief Justice John Roberts wrote in the opinion. Justice Anthony Kennedy dissented in 2012, but sided with the majority on Thursday. Had the court made the opposite decision, an estimated 8.7 million people in the US would have been at risk of losing the aid that makes healthcare affordable. The stakes could not have been higher. People's health (crucially important) and Obama's legacy (less important, but for him and those around him fairly vital) were at stake. Well a politically finely balanced Supreme Court has given an emphatic, overwhelming vote in favour of the president by 6-3. I bet ""No-drama Obama"" is high-fiving anyone and everyone in the White House - that is how big it is. Obama defies lame-duck expectations Demonstrators gathered outside the court as early on Thursday morning. Reading updates on their mobile phones, the crowd became jubilant when they learned mid-morning that the court had ruled in their favour. Some began dancing, while others chanted ""If you're covered and you know it clap your hands."" ""This is a big sigh of relief for millions across the country,"" said Ron Pollack of Families USA, a health-care advocacy organisation. ""The ACA is not just the law of the land, it will remain the law of the land"". ""Today is a good day for healthcare in America,"" said activist Benton Strong. ""I hope this is the end of the line."" Demonstrators opposing the subsidies did not have a large visible presence. Justice Antonin Scalia wrote in his dissent that the Supreme Court is setting a precedent of favouring some laws over others. ""We should start calling this law Scotuscare"" Justice Scalia wrote, referring to the court's acronym. ""Today's interpretation is not merely unnatural; it is unheard",xsum,"The US Supreme Court has upheld the right to enrol on Obamacare; the Affordable Care Act introduced by President Obama, allowing millions of low-income individuals to access medical benefits using tax subsidies.","The US Supreme Court has upheld key health insurance subsidies central to President Obama's signature Affordable Care Act, ensuring low-income earners can continue to purchase insurance at reduced rates, in a 6-3 decision which the President called a win for America, as demonstrator's chanted ""If you're covered and you know it clap your hands.""",bcb76fc2d4ea11edaf5f1b63c3919b11
68,68,"The Conservatives have been given a huge confidence boost and will feel in a position to challenge in more constituencies next year, rather than just on the list. At the party's weekly press briefing, I asked the Welsh Conservative leader Andrew RT Davies, who was elected on the list, whether he'd stand as a constituency candidate in his home turf of the Vale of Glamorgan but he said he hadn't thought about it. Presumably those are the kind of decisions they will now feel more confident contemplating. The party will also have a huge amount of new data on voters which it'll be able to call upon and the belief that campaigning hard on the NHS helped the Tories cross the line in places like the Vale of Clwyd and Gower. The Conservatives feel it's them, rather than any of the other opposition parties, who have become the repository of votes from those who are disaffected by the state of the NHS. Welsh Labour are going to hold a ""short sharp"" analysis into what went wrong. Carwyn Jones was in line with most of the criticism of Ed Miliband when he told AMs that the party needed to appeal to small business owners who are not millionaires but who work hard. What will be more difficult is countering the argument on the NHS, which the former minister Alun Davies believes is already lost. Another potential difficulty for Welsh Labour will be dealing with unhappiness within the party over council re-organisation. Bernie Attridge, the deputy leader of Flintshire Council, has tweeted saying the party needs to be careful on local government reform if it wants to retain the support of grassroots councillors. It also seems to have been the case that Labour lost more votes to UKIP than the Conservatives, which is another challenge to overcome. But Labour will at least have the advantage that it will be David Cameron, and not Ed Miliband, carrying out the latest round of public sector cuts that are likely to take effect sooner rather than later. The question is whether Carwyn Jones is going to be able to turn that to his advantage when his own record in government will be under scrutiny. Plaid Cymru's education spokesman, Simon Thomas, also in the party's weekly press briefing, said he believed Leanne Wood could portray herself as an alternative first minister because of the way she emotionally connected with people in the campaign. The party now has a year to make that a credible proposition after it failed to gain any new seats and came fourth, behind UKIP, in the overall share of the vote, despite her unprecedented profile. He also said that on the campaign trail people wanted to know what Plaid was going to do about the NHS and that people ""did not see the strengths"" of its arguments. The Welsh Liberal Democrats are still licking their wounds but in a ""je ne regrette rien"" moment, the leader Kirsty Williams said she had no regrets over the coalition. She has admitted the party failed to communicate",xsum,"The Welsh Conservatives have gained confidence following the recent election, potentially leading them to challenge in more constituencies, whilst Welsh Labour will be analysing what went wrong, especially with regards to losing more votes to UKIP than the Conservatives.","The Welsh Conservative party feels emboldened after narrowly missing out on becoming the senior partner in a govnering coalition with UKIP and have pledged to build upon favourable election results through better voter engagement and campaigning hard on the NHS, while Welsh Labour undertake a short sharp analysis of the results and attempt to regain voters who defected to UKIP&rsquo;s cause.",bcb77030d4ea11edaf5f1b63c3919b11
